category,company,description
"Food, Beverages & Tobacco",www.masterofmalt.com,"Want to buy whisky online? Well Master of Malt's whisky shop is the place for you! We’ve got a huge selection of Scotch malt whisky, bourbon, Irish whiskey, Japanese whisky and whiskies from around the world. You’ll find everything, from big names like Jack Daniels, Johnnie Walker and Glenfiddich, to small artisan whisky distilleries.

If you love Lagavulin, or you’re gleeful for the Glens, you can browse thousands of bottles of whisky, and whiskey, on our online whisky shop. At our site we offer UK fast delivery (often next day) on almost every bottle, as well as international delivery in just a few days.

If you’ve a penchant for peat or a soft spot for sweet Speyside Scotch, you’ll find it here. We stock malts from every Scottish Whisky region, including Islay, Speyside, the Highlands, Islands, Lowlands and Campbeltown. In fact, we sell rare whisky and popular single malts from all over the UK, even England!

At our online shop we sell everything liquor related. We’ve got a huge selection of drinks including vodka, cognac, rum, gin and more. Perhaps you’re after a vintage whisky or whisky gift (if so, we’d recommend you browse our selection of whisky gifts, or check out our 30, 40 and 50 year old whisky).

We provide as much information as possible, for the ultimate whisky experience. We’ve got facts and figures for hundreds of distilleries and brands. We’ve got info on everything from rum to vodka and Scotch to bourbon, from Absolut and Smirnoff to Bacardi and Havana Club, from Talisker and Ballantines to Nikka and Woodford Reserve!

We also offer whisky samples to try before you buy. We have samples of spirits including rum samples, cognac samples, whiskey samples and more. We’re keen to offer the best price and we also run great competitions, so if you’re lucky you might get something for free! Make Master of Malt your first choice for buying drinks online."
"Food, Beverages & Tobacco",mexican-mama.com,Mi casa to yours. Real flavours of Mexico direct to your door! #glutenfree #vegan #spicy
"Food, Beverages & Tobacco",ringtons.co.uk,"At Ringtons we sell the freshest tea and coffee as well as biscuits, sweets, cakes, gifts and homeware."
"Food, Beverages & Tobacco",sweetzy.co.uk,The best place to purcahse your pick and mix and sweets online. Subscribe to our monthly boxes and receive lots of benefits. Stocking the best including Haribo.
"Food, Beverages & Tobacco",www.thechampagnecompany.com,"The Champagne Company and the website thechampagnecompany.com began trading under new ownership from 25th May 2024. 
Responses to Trustpilot reviews and communications are now from and represent the new company Cador Limited owned by the Vin-X Limited family.


"
"Food, Beverages & Tobacco",nakedmarshmallow.co.uk,"We're The Naked Marshmallow Co. 



We produce 100% natural gourmet marshmallows in a selection of exciting and sumptuous flavours. Our award-winning range is made in the UK by artisans. 



We focus on creating unique and innovative products which capture the imagination of our customers. 



Want to get Naked?



                   






Shop Father's Day





Shop Gift Sets





Shop Subscriptions


"
"Food, Beverages & Tobacco",www.thewhiskyexchange.com,"The Whisky Exchange (TWE) is a family business founded in 1999, and has since grown to be the internet’s No.1 specialist retailer of whisky and other spirits, serving thousands of satisfied customers every week.

The Whisky Exchange has flourished since the turn of the Millennium, surviving the dotcom crisis and continuing to diversify and strengthen its business. TWE's remarkable growth in the last five years has been driven by genuine word-of-mouth recommendations based on our excellence of product, fairness of price and reliability of service.

As a family company we believe that these qualities are what our customers value. As a long-established leader in our field, we don't need to use cheap marketing tricks to get attention. We let our hard work do the talking.

Our philosophy is simple - we never rest on our laurels. We are constantly trying to find new products with genuine heritage and quality in all categories of spirits and liqueurs to add to our range, while continuing to innovate and improve our online functionality and the outstanding customer service that has won us a loyal and ever-expanding fanbase."
"Food, Beverages & Tobacco",www.winebuyers.com,Winebuyers is a platform with a simple mission: to bring wine into the 21st century. We do this by connecting producers and specialist merchants directly to wine lovers across the globe. 
"Food, Beverages & Tobacco",flowerandwhite.co.uk,Creators and bakers of award-winning gourmet meringues including the confectionery first plastic free Bites pouch.
"Food, Beverages & Tobacco",mariellas.co.uk,"As a mother and experimental home baker I believe sweet treats shouldn’t just be an occasional indulgence. Full of healthy ingredients like real fruit and veg, our delightfully delicious goodies can be enjoyed every day. Never high in calories, fat or sugar, our plastic-free packaged products are naturally good and leave you feeling great. ~ Mariella"
"Food, Beverages & Tobacco",thebrandedgiftco.com,"Premium, personalised, branded gifts. 
Personalise your favourite brands for any occasion!"
Beauty & Well-being,www.physioroom.com,"The ultimate sports injury website, PhysioRoom.com. Featuring products, advice, guidance and injury prevention tips from leading sports physiotherapists and orthopaedic surgeons. Online shop with orthopaedic supports and braces, back pain relief products and rehabilitation equipment. Includes free expert sports injury, back pain and arthritis relief information written by sports medicine expert orthopaedic surgeons and physiotherapists."
Health & Medical,www.physique.co.uk,"Formed in 1998, Physique Management is a leading supplier of sports injury, pitch side first aid, massage, complementary therapy and rehab exercise products.

Whatever your level of sport or activity, our products we will help you to manage injuries as well as avoiding them. You’ll find a great selection of sports specific items for treatments and rehabilitation, that aim to enable faster recovery so you can get back to action."
